filename	ncbi_accession	taxonomy
GCA_022865455.1_ASM2286545v1_genomic	GCA_022865455.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__UBA233;g__20-14-0-80-47-9;s__20-14-0-80-47-9 sp022865455
GCA_022865625.1_ASM2286562v1_genomic	GCA_022865625.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__FEN-987;g__JALHTB01;s__JALHTB01 sp022865625
GCA_022865705.1_ASM2286570v1_genomic	GCA_022865705.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__JALHTG01;g__JALHTG01;s__JALHTG01 sp022865705
GCA_022865885.1_ASM2286588v1_genomic	GCA_022865885.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__UBA233;g__DRUK01;s__DRUK01 sp022865885
GCA_022866015.1_ASM2286601v1_genomic	GCA_022866015.1	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__M9B1D;s__M9B1D sp022866015
GCA_022869805.1_ASM2286980v1_genomic	GCA_022869805.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halosolutus;s__Halosolutus halophilus
GCA_023008545.1_ASM2300854v1_genomic	GCA_023008545.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natribaculum;s__Natribaculum luteum
GCA_023008585.1_ASM2300858v1_genomic	GCA_023008585.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natribaculum;s__Natribaculum breve
GCA_023016325.1_ASM2301632v1_genomic	GCA_023016325.1	d__Archaea;p__Halobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanonatronarchaeaceae;g__Methanonatronarchaeum;s__Methanonatronarchaeum sp004212035
GCA_023028105.1_ASM2302810v1_genomic	GCA_023028105.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halosolutus;s__Halosolutus gelatinilyticus
GCA_023028225.1_ASM2302822v1_genomic	GCA_023028225.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis litorea
GCA_023028345.1_ASM2302834v1_genomic	GCA_023028345.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis marina
GCA_023074835.1_ASM2307483v1_genomic	GCA_023074835.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomarina;s__Halomarina salina
GCA_023093535.1_ASM2309353v1_genomic	GCA_023093535.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halovivax;s__Halovivax limisalsi
GCA_023115355.1_ASM2311535v1_genomic	GCA_023115355.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halocatena;s__Halocatena salina
GCA_023128135.1_ASM2312813v1_genomic	GCA_023128135.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__JAGMEO01;g__JAGMEO01;s__JAGMEO01 sp023128135
GCA_023128635.1_ASM2312863v1_genomic	GCA_023128635.1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp023128635
GCA_023128855.1_ASM2312885v1_genomic	GCA_023128855.1	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__JAGMDE01;s__JAGMDE01 sp023128855
GCA_023128965.1_ASM2312896v1_genomic	GCA_023128965.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__CS3-C152;s__CS3-C152 sp023128965
GCA_023129075.1_ASM2312907v1_genomic	GCA_023129075.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__JAGMCT01;s__JAGMCT01 sp023129075
GCA_023129115.1_ASM2312911v1_genomic	GCA_023129115.1	d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WALL01;g__WALL01;s__WALL01 sp023129115
GCA_023129265.1_ASM2312926v1_genomic	GCA_023129265.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__JAGMCJ01;g__JAGMCJ01;s__JAGMCJ01 sp023129265
GCA_023129675.1_ASM2312967v1_genomic	GCA_023129675.1	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__DG-33;s__DG-33 sp023129675
GCA_023130895.1_ASM2313089v1_genomic	GCA_023130895.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__JAGMCJ01;g__JAGMCJ01;s__JAGMCJ01 sp023130895
GCA_023131215.1_ASM2313121v1_genomic	GCA_023131215.1	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__JAGXOS01;s__JAGXOS01 sp023131215
GCA_023131225.1_ASM2313122v1_genomic	GCA_023131225.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__SOJC01;g__JAGLZW01;s__JAGLZW01 sp023131225
GCA_023131555.1_ASM2313155v1_genomic	GCA_023131555.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__SOJC01;g__JAGLZJ01;s__JAGLZJ01 sp023131555
GCA_023131705.1_ASM2313170v1_genomic	GCA_023131705.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__B3-WOES;g__JAGLZG01;s__JAGLZG01 sp023131705
GCA_023132255.1_ASM2313225v1_genomic	GCA_023132255.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JAGLYK01;s__JAGLYK01 sp023132255
GCA_023133195.1_ASM2313319v1_genomic	GCA_023133195.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__JAGHBM01;g__JAGLWW01;s__JAGLWW01 sp023133195
GCA_023133315.1_ASM2313331v1_genomic	GCA_023133315.1	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Methanofastidiosales;f__B48-G16;g__B48-G16;s__B48-G16 sp023133315
GCA_023133375.1_ASM2313337v1_genomic	GCA_023133375.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JAGLWP01;s__JAGLWP01 sp023133375
GCA_023133415.1_ASM2313341v1_genomic	GCA_023133415.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JAGVXH01;s__JAGVXH01 sp023133415
GCA_023133595.1_ASM2313359v1_genomic	GCA_023133595.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__WJKV01;g__JAGLWF01;s__JAGLWF01 sp023133595
GCA_023134135.1_ASM2313413v1_genomic	GCA_023134135.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZS01;f__QMZS01;g__QMZS01;s__QMZS01 sp023134135
GCA_023134215.1_ASM2313421v1_genomic	GCA_023134215.1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__WTCK01 sp023134215
GCA_023134675.1_ASM2313467v1_genomic	GCA_023134675.1	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__GLR71;g__GLR71;s__GLR71 sp023134675
GCA_023135215.1_ASM2313521v1_genomic	GCA_023135215.1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp023135215
GCA_023135545.1_ASM2313554v1_genomic	GCA_023135545.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01 sp023135545
GCA_023136155.1_ASM2313615v1_genomic	GCA_023136155.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanocomedenaceae;g__QBUR01;s__QBUR01 sp023136155
GCA_023136245.1_ASM2313624v1_genomic	GCA_023136245.1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp023136245
GCA_023136265.1_ASM2313626v1_genomic	GCA_023136265.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__JAGMCJ01;g__JAGMCJ01;s__JAGMCJ01 sp023136265
GCA_023136395.1_ASM2313639v1_genomic	GCA_023136395.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathyarchaeaceae;g__JAGLRI01;s__JAGLRI01 sp023136395
GCA_023136775.1_ASM2313677v1_genomic	GCA_023136775.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JAGVXH01;s__JAGVXH01 sp023136775
GCA_023136815.1_ASM2313681v1_genomic	GCA_023136815.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__SG8-5;g__JAGLQM01;s__JAGLQM01 sp023136815
GCA_023137005.1_ASM2313700v1_genomic	GCA_023137005.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01 sp023137005
GCA_023137045.1_ASM2313704v1_genomic	GCA_023137045.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JAGLQB01;s__JAGLQB01 sp023137045
GCA_023137195.1_ASM2313719v1_genomic	GCA_023137195.1	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__EX4484-52;g__EX4484-52;s__EX4484-52 sp023137195
GCA_023137655.1_ASM2313765v1_genomic	GCA_023137655.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__BS150m-G63;g__JAGLOT01;s__JAGLOT01 sp023137655
GCA_023139025.1_ASM2313902v1_genomic	GCA_023139025.1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp023139025
GCA_023139205.1_ASM2313920v1_genomic	GCA_023139205.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JAGLOA01;s__JAGLOA01 sp023139205
GCA_023139785.1_ASM2313978v1_genomic	GCA_023139785.1	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__B79-G9;g__JAFCBV01;s__JAFCBV01 sp023139785
GCA_023140035.1_ASM2314003v1_genomic	GCA_023140035.1	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__JAGLML01;s__JAGLML01 sp023140035
GCA_023140175.1_ASM2314017v1_genomic	GCA_023140175.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__WJIZ01;g__WJIZ01;s__WJIZ01 sp023140175
GCA_023140195.1_ASM2314019v1_genomic	GCA_023140195.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__SOIM01;g__JAGLME01;s__JAGLME01 sp023140195
GCA_023140635.1_ASM2314063v1_genomic	GCA_023140635.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JAGVXH01;s__JAGVXH01 sp023140635
GCA_023142835.1_ASM2314283v1_genomic	GCA_023142835.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JAGVXH01;s__JAGVXH01 sp023142835
GCA_023142905.1_ASM2314290v1_genomic	GCA_023142905.1	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__B79-G9;g__GLR112;s__GLR112 sp023142905
GCA_023144035.1_ASM2314403v1_genomic	GCA_023144035.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JAFCEV01;s__JAFCEV01 sp023144035
GCA_023144075.1_ASM2314407v1_genomic	GCA_023144075.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__RBG-13-38-9;g__RBG-13-38-9;s__RBG-13-38-9 sp023144075
GCA_023144115.1_ASM2314411v1_genomic	GCA_023144115.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JAGLGH01;g__JAGLGH01;s__JAGLGH01 sp023144115
GCA_023145185.1_ASM2314518v1_genomic	GCA_023145185.1	d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__JAGLEG01;s__JAGLEG01 sp023145185
GCA_023167465.1_ASM2316746v1_genomic	GCA_023167465.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__DSM-23052;g__Methanothermobacter_A;s__Methanothermobacter_A tenebrarum
GCA_023169545.1_ASM2316954v1_genomic	GCA_023169545.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Nanoarchaeales;f__Nanopusillaceae;g__Nanobdella;s__Nanobdella aerobiophila
GCA_023195915.1_ASM2319591v1_genomic	GCA_023195915.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp023195915
GCA_023204835.1_ASM2320483v1_genomic	GCA_023204835.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Salinarchaeaceae;g__Salinarchaeum;s__Salinarchaeum laminariae
GCA_023227715.1_ASM2322771v1_genomic	GCA_023227715.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_E;s__Methanobacterium_E alcaliphilum
GCA_023227875.1_ASM2322787v1_genomic	GCA_023227875.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp023227875
GCA_023228065.1_ASM2322806v1_genomic	GCA_023228065.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__RBG-13-33-26;s__RBG-13-33-26 sp023228065
GCA_023228245.1_ASM2322824v1_genomic	GCA_023228245.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__RBG-13-33-26;s__RBG-13-33-26 sp023228245
GCA_023228295.1_ASM2322829v1_genomic	GCA_023228295.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp023228295
GCA_023229165.1_ASM2322916v1_genomic	GCA_023229165.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp023229165
GCA_023230065.1_ASM2323006v1_genomic	GCA_023230065.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__JALNYB01;s__JALNYB01 sp023230065
GCA_023230325.1_ASM2323032v1_genomic	GCA_023230325.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__CSSED10-239;f__CSSED10-239;g__Forterrea;s__Forterrea sp023230325
GCA_023230425.1_ASM2323042v1_genomic	GCA_023230425.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp023230425
GCA_023238205.1_ASM2323820v1_genomic	GCA_023238205.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Halorussus;s__Halorussus sp023238205
GCA_023238445.1_ASM2323844v1_genomic	GCA_023238445.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Halorussus;s__Halorussus sp023238445
GCA_023245115.1_ASM2324511v1_genomic	GCA_023245115.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__UBA10117;g__JACOYC01;s__JACOYC01 sp023245115
GCA_023245385.1_ASM2324538v1_genomic	GCA_023245385.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR18;g__JAHFKM01;s__JAHFKM01 sp023245385
GCA_023245565.1_ASM2324556v1_genomic	GCA_023245565.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR18;g__JACPCE01;s__JACPCE01 sp023245565
GCA_023245755.1_ASM2324575v1_genomic	GCA_023245755.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__GW2011-AR17;s__GW2011-AR17 sp023245755
GCA_023245975.1_ASM2324597v1_genomic	GCA_023245975.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__JAHFJF01;s__JAHFJF01 sp023245975
GCA_023246445.1_ASM2324644v1_genomic	GCA_023246445.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__JACQNH01;g__JACQNH01;s__JACQNH01 sp023246445
GCA_023246885.1_ASM2324688v1_genomic	GCA_023246885.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__JAHFHC01;g__JAHFHC01;s__JAHFHC01 sp023246885
GCA_023247085.1_ASM2324708v1_genomic	GCA_023247085.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__JAHFHC01;g__JAHFHC01;s__JAHFHC01 sp023247085
GCA_023247345.1_ASM2324734v1_genomic	GCA_023247345.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__JAGVWJ01;s__JAGVWJ01 sp023247345
GCA_023247835.1_ASM2324783v1_genomic	GCA_023247835.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__FEN-987;g__FEN-987;s__FEN-987 sp023247835
GCA_023248035.1_ASM2324803v1_genomic	GCA_023248035.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__Bilamarchaeum;s__Bilamarchaeum sp023248035
GCA_023248455.1_ASM2324845v1_genomic	GCA_023248455.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__UBA10161;s__UBA10161 sp023248455
GCA_023248665.1_ASM2324866v1_genomic	GCA_023248665.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Anstonellaceae;g__CAIXYX01;s__CAIXYX01 sp023248665
GCA_023249105.1_ASM2324910v1_genomic	GCA_023249105.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens sp023249105
GCA_023249275.1_ASM2324927v1_genomic	GCA_023249275.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens sp023249275
GCA_023249725.1_ASM2324972v1_genomic	GCA_023249725.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__UBA349;s__UBA349 sp023249725
GCA_023250885.1_ASM2325088v1_genomic	GCA_023250885.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp023250885
GCA_023251115.1_ASM2325111v1_genomic	GCA_023251115.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp023251115
GCA_023251295.1_ASM2325129v1_genomic	GCA_023251295.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__UBA8516;s__UBA8516 sp023251295
GCA_023251795.1_ASM2325179v1_genomic	GCA_023251795.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__UBA8516;s__UBA8516 sp023251795
GCA_023252015.1_ASM2325201v1_genomic	GCA_023252015.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__Nitrosotenuis sp023252015
GCA_023252215.1_ASM2325221v1_genomic	GCA_023252215.1	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__QMZM01;g__CAIYYO01;s__CAIYYO01 sp023252215
GCA_023252235.1_ASM2325223v1_genomic	GCA_023252235.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp023252235
GCA_023252315.1_ASM2325231v1_genomic	GCA_023252315.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA525;g__UBA525;s__UBA525 sp023252315
GCA_023252335.1_ASM2325233v1_genomic	GCA_023252335.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp023252335
GCA_023252395.1_ASM2325239v1_genomic	GCA_023252395.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp023252395
GCA_023254095.1_ASM2325409v1_genomic	GCA_023254095.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Geocrenenecus;s__Geocrenenecus huangii
GCA_023254355.1_ASM2325435v1_genomic	GCA_023254355.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp023254355
GCA_023254365.1_ASM2325436v1_genomic	GCA_023254365.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp023254365
GCA_023254445.1_ASM2325444v1_genomic	GCA_023254445.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L3;s__MGIIa-L3 sp023254445
GCA_023255615.1_ASM2325561v1_genomic	GCA_023255615.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JACQSR01;g__JACQSR01;s__JACQSR01 sp023255615
GCA_023255955.1_ASM2325595v1_genomic	GCA_023255955.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DRZP01;s__DRZP01 sp023255955
GCA_023255965.1_ASM2325596v1_genomic	GCA_023255965.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__JAGDWE01;s__JAGDWE01 sp023255965
GCA_023256015.1_ASM2325601v1_genomic	GCA_023256015.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__Thermogladius;s__Thermogladius sp023256015
GCA_023256115.1_ASM2325611v1_genomic	GCA_023256115.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__SpSt-28;g__JAHLMO01;s__JAHLMO01 sp023256115
GCA_023256215.1_ASM2325621v1_genomic	GCA_023256215.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermocladiaceae;g__Vulcanisaeta;s__Vulcanisaeta sp023256215
GCA_023256255.1_ASM2325625v1_genomic	GCA_023256255.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermocladiaceae;g__Caldivirga;s__Caldivirga sp023256255
GCA_023256295.1_ASM2325629v1_genomic	GCA_023256295.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__UBA168;g__UBA168;s__UBA168 sp023256295
GCA_023256325.1_ASM2325632v1_genomic	GCA_023256325.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Caldisphaera;s__Caldisphaera sp023256325
GCA_023256355.1_ASM2325635v1_genomic	GCA_023256355.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164;s__UBA164 sp023256355
GCA_023256375.1_ASM2325637v1_genomic	GCA_023256375.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__UBA168;g__UBA168;s__UBA168 sp023256375
GCA_023256385.1_ASM2325638v1_genomic	GCA_023256385.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__Conexivisphaeraceae;g__Conexivisphaera;s__Conexivisphaera sp023256385
GCA_023256405.1_ASM2325640v1_genomic	GCA_023256405.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164;s__UBA164 sp023256405
GCA_023256435.1_ASM2325643v1_genomic	GCA_023256435.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Thermoplasma;s__Thermoplasma sp023256435
GCA_023256455.1_ASM2325645v1_genomic	GCA_023256455.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp023256455
GCA_023256475.1_ASM2325647v1_genomic	GCA_023256475.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__JAFMDN01;s__JAFMDN01 sp023256475
GCA_023256495.1_ASM2325649v1_genomic	GCA_023256495.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAGDXY01;s__JAGDXY01 sp023256495
GCA_023256515.1_ASM2325651v1_genomic	GCA_023256515.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAGDYD01;s__JAGDYD01 sp023256515
GCA_023256615.1_ASM2325661v1_genomic	GCA_023256615.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__JAGDXO01;s__JAGDXO01 sp023256615
GCA_023259115.1_ASM2325911v1_genomic	GCA_023259115.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__JACPNA01;s__JACPNA01 sp023259115
GCA_023259315.1_ASM2325931v1_genomic	GCA_023259315.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__GCA-2688775;s__GCA-2688775 sp023259315
